"DATE TIME (UTC)","MMSI","LATITUDE","LONGITUDE","COURSE","SPEED","HEADING","IMO","NAME","CALLSIGN","AISTYPE","A","B","C","D","DRAUGHT","DESTINATION","ETA"
"2016-03-14 21:03:36",367563930,41.80264,-73.94880,91.6,0.0,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-14 21:04:44",367506050,40.68857,-74.15810,251.8,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-14 21:04:51",367594190,40.67021,-74.08197,111.6,6.2,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-14 21:04:54",367587440,40.64189,-74.12084,15.8,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-14 21:04:59",366990560,40.70185,-74.02023,329.2,13.4,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-14 21:16:16",229206000,40.64595,-74.09537,181.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-14 22:00:00",366990560,40.73371,-74.02443,329.2,13.1,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-14 22:00:01",367594190,40.66731,-74.00284,157.3,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-14 22:02:09",366238710,41.28710,-72.90798,343.9,0.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW HAVEN","03-14 04:30"
"2016-03-14 22:02:11",305599000,39.91649,-75.13427,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-14 22:04:16",229206000,40.64598,-74.09532,187.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-14 22:04:24",367506050,40.68856,-74.15811,319.6,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-14 22:04:53",367587440,40.64195,-74.12092,190.2,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-14 22:18:33",367563930,41.80260,-73.94872,91.6,0.0,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-14 23:00:00",367594190,40.65084,-74.03497,238.1,10.1,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-14 23:02:07",305599000,39.91650,-75.13427,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-14 23:04:19",229206000,40.64592,-74.09530,187.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-14 23:04:44",367506050,40.68855,-74.15810,351.1,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-14 23:04:53",367587440,40.64188,-74.12085,215.7,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-14 23:04:56",366990560,40.69817,-74.02037,126.0,14.6,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-14 23:05:00",366238710,41.28715,-72.90797,259.9,0.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-14 23:33:34",367563930,41.80186,-73.94826,91.6,0.1,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 00:02:07",305599000,39.91647,-75.13426,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 00:04:41",366238710,41.28702,-72.90812,244.4,0.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 00:04:44",367506050,40.68855,-74.15811,295.1,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 00:04:52",367594190,40.65575,-74.07418,59.9,9.4,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 00:04:54",367587440,40.64186,-74.12090,157.7,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 00:13:17",229206000,40.64593,-74.09530,187.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 01:00:01",367594190,40.66683,-74.06973,172.0,0.1,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 01:02:08",305599000,39.91645,-75.13424,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 01:04:17",229206000,40.64598,-74.09538,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 01:04:42",366238710,41.18857,-72.91897,237.1,10.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 01:04:44",367506050,40.68856,-74.15812,194.8,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 01:04:53",367587440,40.64192,-74.12090,166.4,0.1,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 01:06:29",367563930,41.79899,-73.94933,262.2,0.0,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 02:00:00",367594190,40.66688,-74.06976,106.0,0.1,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 02:00:01",366238710,41.10420,-73.09202,235.8,9.2,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 02:01:18",229206000,40.64592,-74.09525,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 02:02:08",305599000,39.91651,-75.13428,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 02:04:54",367587440,40.64193,-74.12087,122.8,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 02:04:55",367506050,40.68468,-74.15288,31.6,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 02:51:30",367563930,41.79893,-73.94941,260.6,0.0,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 03:00:00",366238710,41.04497,-73.27572,248.4,9.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 03:02:11",305599000,39.91646,-75.13429,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 03:04:53",367587440,40.64191,-74.12089,73.8,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 03:04:54",367506050,40.68620,-74.15827,286.0,0.2,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 03:05:01",367594190,40.66681,-74.06969,331.0,0.1,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 03:13:18",229206000,40.64590,-74.09530,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 03:15:33",367563930,41.79895,-73.94944,260.6,0.1,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 04:00:01",366238710,40.99147,-73.45190,248.3,8.6,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 04:01:16",229206000,40.64593,-74.09530,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 04:02:12",305599000,39.91646,-75.13422,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 04:04:35",367506050,40.68622,-74.15829,323.2,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 04:04:51",367594190,40.66680,-74.06968,286.9,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 04:04:53",367587440,40.64190,-74.12089,142.6,0.1,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 04:06:34",367563930,41.79894,-73.94941,260.6,0.1,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 05:02:06",305599000,39.91646,-75.13430,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 05:03:36",367563930,41.79890,-73.94892,90.9,0.0,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 05:04:19",229206000,40.64593,-74.09528,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 05:04:52",367594190,40.65075,-74.09121,81.0,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 05:04:54",367587440,40.64194,-74.12087,16.0,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 05:04:54",367506050,40.64277,-74.12527,89.4,6.7,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 05:38:51",366238710,40.87842,-73.72820,231.1,8.8,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 06:02:08",305599000,39.91645,-75.13427,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 06:03:40",366238710,40.83092,-73.77648,220.8,8.9,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 06:04:50",367594190,40.65074,-74.09119,152.5,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 06:04:54",367587440,40.64187,-74.12091,358.5,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 06:04:54",367506050,40.64951,-74.10807,197.1,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 06:13:18",229206000,40.64590,-74.09528,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 07:00:01",366238710,40.79782,-73.90770,220.1,7.7,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 07:00:01",367594190,40.64738,-74.11239,250.1,4.6,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 07:01:18",229206000,40.64593,-74.09530,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 07:02:11",305599000,39.91649,-75.13425,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 07:04:54",367587440,40.64195,-74.12088,304.1,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 07:04:54",367506050,40.66838,-74.00228,237.2,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 08:01:20",229206000,40.64592,-74.09532,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 08:02:16",305599000,39.91652,-75.13427,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 08:04:52",367594190,40.64643,-74.18138,263.4,8.4,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 08:04:55",367587440,40.64191,-74.12088,328.5,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 08:04:55",367506050,40.66839,-74.00227,206.8,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 08:05:00",366238710,40.69847,-74.00417,211.9,7.8,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 09:02:09",305599000,39.91649,-75.13424,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 09:03:49",366238710,40.65580,-74.04128,179.9,0.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 09:04:17",229206000,40.64583,-74.09537,175.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 09:04:52",367594190,40.64355,-74.12096,76.8,11.8,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 09:04:54",367587440,40.64193,-74.12087,4.7,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 09:04:54",367506050,40.66840,-74.00230,139.7,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 10:00:00",367594190,40.67093,-74.08549,79.2,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 10:02:07",305599000,39.91649,-75.13425,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 10:03:51",366238710,40.65562,-74.04063,262.6,0.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 10:04:18",229206000,40.64597,-74.09525,0.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 10:04:53",367587440,40.64193,-74.12092,70.1,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 10:04:54",367506050,40.66839,-74.00225,282.8,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 10:34:59",366990560,40.77159,-74.01085,66.0,0.2,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 11:00:01",367594190,40.67085,-74.08544,332.6,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 11:02:11",305599000,39.91652,-75.13428,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 11:03:55",366238710,40.65558,-74.04065,271.4,0.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 11:04:19",229206000,40.64588,-74.09527,185.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 11:04:54",367587440,40.64193,-74.12088,36.5,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 11:04:54",367506050,40.66841,-74.00228,291.1,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 11:04:55",366990560,40.72305,-74.02169,189.5,17.3,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 12:00:01",367594190,40.67092,-74.08554,264.0,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 12:02:13",305599000,39.91649,-75.13428,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 12:04:19",229206000,40.64585,-74.09528,185.0,0.0,511,9240811,"M/V AGHIA SKEPI","9HA3149",70,163,27,20,12,11.8,"NEW YORK","03-11 03:00"
"2016-03-15 12:04:44",367587440,40.63406,-74.05603,153.9,10.2,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 12:04:55",366990560,40.70316,-74.00508,130.4,1.2,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 12:04:55",366238710,40.65558,-74.04028,309.3,0.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 12:04:55",367506050,40.66841,-74.00228,306.6,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 13:02:12",305599000,39.91652,-75.13426,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 13:04:51",367594190,40.67086,-74.08542,205.7,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 13:04:52",367587440,40.58848,-73.99843,261.0,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 13:04:54",367506050,40.66841,-74.00227,196.4,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 13:04:55",366238710,40.66422,-74.03598,23.8,6.5,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 13:04:57",366990560,40.71822,-74.02564,5.5,11.3,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 14:00:01",366990560,40.76131,-74.01276,7.3,11.8,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 14:02:12",305599000,39.91653,-75.13426,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 14:04:45",367506050,40.66838,-74.00227,287.4,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 14:04:51",367594190,40.66835,-74.00215,202.6,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 14:04:54",367587440,40.58889,-73.99890,152.6,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 14:04:55",366238710,40.65420,-74.05715,236.6,13.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 15:00:01",367594190,40.66757,-74.00857,267.7,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 15:02:14",305599000,39.91650,-75.13425,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 15:04:14",366238710,40.64067,-74.12883,332.7,0.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 15:04:53",367506050,40.66839,-74.00228,32.8,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 15:04:54",367587440,40.64127,-74.06236,348.1,7.4,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 15:21:31",367563930,41.79889,-73.94916,281.2,0.1,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 16:02:13",305599000,39.91649,-75.13426,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 16:04:50",367594190,40.66757,-74.00856,322.1,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 16:04:54",366238710,40.64070,-74.12883,357.5,0.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 16:04:54",367506050,40.66838,-74.00228,309.4,0.0,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 16:04:55",367587440,40.64404,-74.11369,242.0,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 17:00:01",367594190,40.66757,-74.00856,287.1,0.0,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 17:02:15",305599000,39.91648,-75.13423,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 17:04:35",366238710,40.64068,-74.12883,351.5,0.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 17:04:53",367587440,40.64402,-74.11371,308.0,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 17:04:55",367506050,40.65039,-74.06604,280.5,10.5,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 17:24:53",366990560,40.77619,-74.01001,112.6,0.2,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 18:02:16",305599000,39.91650,-75.13423,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 18:04:51",367594190,40.66736,-74.00849,3.0,0.2,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 18:04:54",367587440,40.64165,-74.12071,317.5,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 18:04:54",366238710,40.65572,-74.04443,333.9,0.0,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
"2016-03-15 18:04:55",367506050,40.65770,-74.14321,20.7,7.3,511,9569475,"HUNTING CREEK","WDF9526",31,6,25,7,3,4.3,"NEW YORK","07-25 00:00"
"2016-03-15 18:04:58",366990560,40.70678,-74.02286,189.6,15.0,511,2097215,"JOHN STEVENS","WCX3346",0,10,20,4,4,0.0,"HOBOKEN\PIER11","04-02 00:00"
"2016-03-15 18:12:36",367563930,41.79888,-73.94918,90.8,0.1,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 19:00:42",367563930,41.79894,-73.94883,90.8,0.0,511,9653264,"DEAN REINAUER","WDG7107",80,128,24,12,12,6.5,"ALBANY,NY","03-16 14:00"
"2016-03-15 19:02:15",305599000,39.91649,-75.13428,246.0,0.0,511,9489974,"MARCOLORADO","V2EY5",70,155,30,10,20,7.3,"PHILADELPHIA","02-29 14:00"
"2016-03-15 19:04:52",367594190,40.67356,-74.04722,281.7,0.6,511,9665504,"TANGIER ISLAND","WDH2080",52,0,0,0,0,4.3,"NEWYORK","01-02 21:00"
"2016-03-15 19:04:53",367587440,40.64171,-74.12076,352.3,0.0,511,5108182,"PELHAM","WDG9405",52,8,19,4,4,2.0,"NEW YORK","11-14 20:00"
"2016-03-15 19:04:54",366238710,40.65652,-74.04368,142.4,0.1,511,8993368,"DACE REINAUER","WCW8843",22,8,33,5,6,4.2,"NEW YORK,BIG APPLE","03-15 03:30"
