DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA
2016-04-14 08:04:40,246432000,36.47006,17.84282,93.0,11.7,511,9190212,ZEUS,PCIK,70,109,21,7,8,7.7,DILISKELESI,04-17 12:00
2016-04-14 08:09:09,636017041,37.06643,17.57177,296.0,19.8,511,9108178,BOX CHINA,D5JA4,73,191,85,28,12,13.0,GIOIA TAURO,04-14 16:00
2016-04-14 09:02:33,667001549,37.64703,16.86444,286.6,10.8,511,7368815,BRITTA K,9LU2352,70,47,27,6,6,3.6,SETE,04-17 11:00
2016-04-14 09:03:25,636017041,37.22280,17.19440,300.0,20.0,511,9108178,BOX CHINA,D5JA4,73,191,85,28,12,13.0,GIOIA TAURO,04-14 16:00
2016-04-14 09:04:40,311003500,36.43485,17.95973,271.0,18.7,511,9361835,CSCC TIANJIN,C6XA4,70,25,152,16,16,8.5,ES VLC,04-16 09:00
2016-04-14 09:04:51,215155000,37.56806,16.66646,220.6,13.0,511,9227455,SEATRIUMPH,9HDY7,81,225,49,25,25,10.5,MALTA OPL,04-14 20:30
2016-04-14 09:09:43,372400000,37.57653,16.97148,286.4,18.1,511,9467421,MSC MARIA SAVERIA,3FLE8,71,146,220,32,16,10.8, GIOIA TAURO,04-14 17:00
2016-04-14 09:16:35,356189000,36.47713,17.29795,90.0,12.4,511,9317779,SIDER DREAM,3FEW8,70,154,21,15,13,5.8,YUZHNYY,04-18 18:00
2016-04-14 10:02:12,354562000,36.51150,16.55700,92.0,12.2,511,9103740,CANKA,HPSG,70,0,90,0,15,3.8,TR AMBARLI,04-16 23:00
2016-04-14 10:04:48,636017041,37.37783,16.79372,296.0,20.3,511,9108178,BOX CHINA,D5JA4,73,191,85,28,12,13.0,GIOIA TAURO,04-14 16:00
2016-04-14 10:04:52,667001549,37.69765,16.63179,285.1,10.7,511,7368815,BRITTA K,9LU2352,70,47,27,6,6,3.6,SETE,04-17 11:00
2016-04-14 10:04:52,215155000,37.40644,16.49162,220.2,12.6,511,9227455,SEATRIUMPH,9HDY7,81,225,49,25,25,10.5,MALTA OPL,04-14 20:30
2016-04-14 10:04:55,372400000,37.65384,16.63889,285.6,17.6,511,9467421,MSC MARIA SAVERIA,3FLE8,71,146,220,32,16,10.8, GIOIA TAURO,04-14 17:00
2016-04-14 10:08:06,636092576,36.51312,17.20043,272.6,11.9,511,9154854,MV VOGE RENATE,A8LO2,79,124,25,14,11,9.0,AVEIRO,04-19 06:00
2016-04-14 10:28:29,356189000,36.46753,17.60185,114.0,12.1,511,9317779,SIDER DREAM,3FEW8,70,154,21,15,13,5.8,YUZHNYY,04-18 18:00
2016-04-14 11:00:00,636017041,37.49777,16.47047,300.0,20.0,511,9108178,BOX CHINA,D5JA4,73,191,85,28,12,13.0,GIOIA TAURO,04-14 16:00
2016-04-14 11:01:09,311003500,36.44917,17.24053,272.9,18.4,511,9361835,CSCC TIANJIN,C6XA4,70,25,152,16,16,8.5,ES VLC,04-16 09:00
2016-04-14 11:02:06,636092576,36.51838,16.99777,272.2,12.0,511,9154854,MV VOGE RENATE,A8LO2,79,124,25,14,11,9.0,AVEIRO,04-19 06:00
2016-04-14 11:04:19,247819000,37.65733,16.76100,103.0,15.0,511,8716502,COSTA NEOCLASSICA,ICIC,60,41,179,17,17,7.6,KALAMATA,04-15 05:00
2016-04-14 11:04:20,538005402,37.60213,16.51467,214.0,13.7,511,9688386,STI CAMDEN,V7DM9,80,150,34,21,6,8.1,MALTA OPL,04-14 21:30
2016-04-14 11:28:31,356189000,36.45427,17.85253,90.0,12.2,511,9317779,SIDER DREAM,3FEW8,70,154,21,15,13,5.8,YUZHNYY,04-18 18:00
2016-04-14 11:44:48,354562000,36.49533,16.99967,92.0,12.2,511,9103740,CANKA,HPSG,70,0,90,0,15,3.8,TR AMBARLI,04-16 23:00
2016-04-14 12:01:09,356189000,36.45110,17.97392,91.0,12.1,511,9317779,SIDER DREAM,3FEW8,70,154,21,15,13,5.8,YUZHNYY,04-18 18:00
2016-04-14 12:02:06,636092576,36.52866,16.74943,274.8,11.9,511,9154854,MV VOGE RENATE,A8LO2,79,124,25,14,11,9.0,AVEIRO,04-19 06:00
2016-04-14 12:02:50,354562000,36.49317,17.06200,92.0,12.3,511,9103740,CANKA,HPSG,70,0,90,0,15,3.8,TR AMBARLI,04-16 23:00
2016-04-14 12:04:11,311003500,36.46055,16.82877,272.2,18.7,511,9361835,CSCC TIANJIN,C6XA4,70,25,152,16,16,8.5,ES VLC,04-16 09:00
2016-04-14 12:05:00,247819000,37.59867,17.06767,105.0,14.8,511,8716502,COSTA NEOCLASSICA,ICIC,60,41,179,17,17,7.6,KALAMATA,04-15 05:00
2016-04-14 13:03:50,247819000,37.53783,17.36417,105.0,15.1,511,8716502,COSTA NEOCLASSICA,ICIC,60,41,179,17,17,7.6,KALAMATA,04-15 05:00
2016-04-14 13:04:26,636092576,36.53664,16.47336,273.9,11.9,511,9154854,MV VOGE RENATE,A8LO2,79,124,25,14,11,9.0,AVEIRO,04-19 06:00
2016-04-14 13:13:05,226276000,36.93317,17.61800,250.0,7.5,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3.0,VALLETTA,04-15 12:30
2016-04-14 14:01:29,255805623,37.39133,17.91850,285.0,16.6,511,9236274,PACUL,CQFV,71,120,29,10,13,7.8,NAPLES,04-15 11:00
2016-04-14 14:03:52,226276000,36.89517,17.49567,249.0,7.4,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3.0,VALLETTA,04-15 12:30
2016-04-14 14:04:41,247819000,37.47533,17.66683,105.0,15.1,511,8716502,COSTA NEOCLASSICA,ICIC,60,41,179,17,17,7.6,KALAMATA,04-15 05:00
2016-04-14 14:28:03,271000654,36.48050,17.83900,271.0,12.0,511,9238076,YIGITCAN A,TCTP,71,11,145,12,12,9.0,CAGLIARI,04-15 21:59
2016-04-14 14:39:13,354562000,36.46667,17.74683,94.0,12.3,511,9103740,CANKA,HPSG,70,0,90,0,15,3.8,TR AMBARLI,04-16 23:00
2016-04-14 15:03:12,354562000,36.46283,17.83150,93.0,12.1,511,9103740,CANKA,HPSG,70,0,90,0,15,3.8,TR AMBARLI,04-16 23:00
2016-04-14 15:03:29,220530000,36.39764,18.02453,271.0,11.6,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,04-17 10:00
2016-04-14 15:03:49,226276000,36.85117,17.35083,249.0,7.6,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3.0,VALLETTA,04-15 12:30
2016-04-14 15:04:09,255805623,37.46783,17.57350,284.0,16.0,511,9236274,PACUL,CQFV,71,120,29,10,13,7.8,NAPLES,04-15 11:00
2016-04-14 15:04:38,271000654,36.47983,17.67767,268.0,12.3,511,9238076,YIGITCAN A,TCTP,71,11,145,12,12,9.0,CAGLIARI,04-15 21:59
2016-04-14 15:04:42,247819000,37.41233,17.97283,105.0,15.3,511,8716502,COSTA NEOCLASSICA,ICIC,60,41,179,17,17,7.6,KALAMATA,04-15 05:00
2016-04-14 15:04:52,256684000,37.68042,16.41584,102.4,7.7,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,04-17 12:00
2016-04-14 15:04:56,355213000,37.65525,16.51291,217.0,16.0,511,9458171,GAZ VICTORY,3FUG,80,120,36,11,12,7.9,MALTA,04-15 01:00
2016-04-14 15:04:57,538005381,37.67557,16.67827,104.4,12.2,511,9319868,CANOPUS,V7DF6,72,126,14,12,8,7.2,BURGAS,04-17 23:59
2016-04-14 15:04:59,256247000,37.57547,16.51122,104.0,10.5,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,04-18 12:00
2016-04-14 16:00:00,247226900,36.53850,16.61183,93.0,14.2,511,9379337,ICE POINT,ICIB,80,152,30,14,18,8.4,TUAPSE,04-19 12:00
2016-04-14 16:00:58,226276000,36.81200,17.21900,250.0,7.0,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3.0,VALLETTA,04-15 12:30
